date,total_passengers,morning_rush,evening_rush,year,avg_temp,total_rainfall,max_rainfall,rain_hours,min_temp,max_temp,has_rain,temp_category,rainfall_category,day_of_week,weekday,is_weekend,month,season
2024-07-02,4648954,924586,860409,2024,23.1,65.2,23.9,11,22.0,24.6,1,쾌적,폭우,Tuesday,1,0,7,여름
2024-07-03,5039691,919227,898855,2024,24.6,0.0,0.0,0,23.3,25.8,0,쾌적,맑음,Wednesday,2,0,7,여름
2024-07-04,5079756,919007,888806,2024,26.1,7.7,3.6,2,21.3,30.5,1,더움,보통비,Thursday,3,0,7,여름
2024-07-05,5197240,877172,912262,2024,23.6,2.5,1.9,2,22.1,26.0,1,쾌적,약한비,Friday,4,0,7,여름
2024-07-06,3475342,246293,393639,2024,25.0,0.3,0.3,0,21.6,29.8,0,더움,약한비,Saturday,5,1,7,여름
2024-07-07,2641997,164054,335792,2024,25.0,38.0,16.1,7,23.8,28.0,1,더움,강한비,Sunday,6,1,7,여름
2024-07-08,4659148,898760,878422,2024,23.6,11.6,3.7,5,22.7,24.5,1,쾌적,보통비,Monday,0,0,7,여름
2024-07-09,4937332,922290,895992,2024,24.7,1.5,1.2,3,22.8,26.6,1,쾌적,약한비,Tuesday,1,0,7,여름
2024-07-10,5048696,915113,894430,2024,26.8,0.0,0.0,0,23.8,30.6,0,더움,맑음,Wednesday,2,0,7,여름
2024-07-11,5075981,909423,888568,2024,25.2,0.0,0.0,0,21.8,28.8,0,더움,맑음,Thursday,3,0,7,여름
2024-07-12,5219810,871320,897454,2024,26.2,0.0,0.0,0,23.5,30.1,0,더움,맑음,Friday,4,0,7,여름
2024-07-13,3749714,264349,438416,2024,28.5,0.0,0.0,0,25.0,33.2,0,더움,맑음,Saturday,5,1,7,여름
2024-07-14,2732272,171570,345599,2024,28.3,0.4,0.4,1,24.5,31.9,1,더움,약한비,Sunday,6,1,7,여름
2024-07-15,4871992,909079,892810,2024,28.9,0.0,0.0,0,25.8,31.1,0,더움,맑음,Monday,0,0,7,여름
2024-07-16,4918287,921003,885399,2024,26.1,50.0,20.3,10,24.2,30.4,1,더움,강한비,Tuesday,1,0,7,여름
2024-07-17,4753939,891851,851851,2024,25.3,121.8,50.4,12,23.2,28.1,1,더움,폭우,Wednesday,2,0,7,여름
2024-07-18,4651852,892131,835482,2024,24.3,73.3,18.4,7,23.0,25.7,1,쾌적,폭우,Thursday,3,0,7,여름
2024-07-19,5217985,870126,896298,2024,27.3,0.0,0.0,0,25.1,30.7,0,더움,맑음,Friday,4,0,7,여름
2024-07-20,3448324,250155,422369,2024,26.3,22.3,12.0,5,22.6,30.6,1,더움,강한비,Saturday,5,1,7,여름
2024-07-21,2565222,155280,324973,2024,27.5,12.5,11.2,1,23.7,29.5,1,더움,보통비,Sunday,6,1,7,여름
2024-07-22,4676548,878771,866591,2024,26.5,68.6,32.0,6,25.1,27.7,1,더움,폭우,Monday,0,0,7,여름
2024-07-23,4828549,888878,875597,2024,26.5,16.0,12.4,6,25.9,27.3,1,더움,보통비,Tuesday,1,0,7,여름
2024-07-24,4964151,878373,888939,2024,28.4,0.6,0.6,0,26.8,30.8,0,더움,약한비,Wednesday,2,0,7,여름
2024-07-25,5005647,875128,879389,2024,28.3,26.0,15.1,3,25.2,32.1,1,더움,강한비,Thursday,3,0,7,여름
2024-07-26,4974583,831902,853944,2024,29.2,4.8,2.9,1,27.5,32.5,1,더움,약한비,Friday,4,0,7,여름
2024-07-27,3316309,247060,380351,2024,28.7,33.5,14.8,3,27.3,31.5,1,더움,강한비,Saturday,5,1,7,여름
2024-07-28,2541407,165837,318817,2024,29.1,0.0,0.0,0,27.2,32.1,0,더움,맑음,Sunday,6,1,7,여름
2024-07-29,4586572,820235,844967,2024,27.1,0.0,0.0,0,26.3,27.6,0,더움,맑음,Monday,0,0,7,여름
2024-07-30,4787693,830378,864771,2024,28.8,0.0,0.0,0,27.0,31.9,0,더움,맑음,Tuesday,1,0,7,여름
2024-07-31,4840660,817418,857539,2024,29.6,0.3,0.3,0,27.3,33.0,0,더움,약한비,Wednesday,2,0,7,여름
2024-08-01,4677020,802027,830978,2024,30.0,0.0,0.0,0,28.2,32.9,0,폭염,맑음,Thursday,3,0,8,여름
2024-08-02,4679158,761235,822840,2024,29.3,0.0,0.0,0,27.2,32.3,0,더움,맑음,Friday,4,0,8,여름
2024-08-03,3215328,229141,373807,2024,30.4,0.0,0.0,0,27.3,34.1,0,폭염,맑음,Saturday,5,1,8,여름
2024-08-04,2359419,158507,298361,2024,31.7,0.5,0.5,0,27.5,36.1,0,폭염,약한비,Sunday,6,1,8,여름
2024-08-05,4421795,819485,829108,2024,29.4,0.8,0.7,2,25.6,33.4,1,더움,약한비,Monday,0,0,8,여름
2024-08-06,4597453,834092,852713,2024,29.9,0.0,0.0,0,27.2,33.5,0,더움,맑음,Tuesday,1,0,8,여름
2024-08-07,4654579,836999,855339,2024,29.4,3.4,3.4,0,27.2,33.2,0,더움,약한비,Wednesday,2,0,8,여름
2024-08-08,4713528,835587,850739,2024,28.2,0.0,0.0,0,25.6,31.3,0,더움,맑음,Thursday,3,0,8,여름
2024-08-09,4819689,808807,857243,2024,29.5,0.0,0.0,0,26.4,32.8,0,더움,맑음,Friday,4,0,8,여름
2024-08-10,3343298,249018,391229,2024,30.4,0.0,0.0,0,27.9,33.3,0,폭염,맑음,Saturday,5,1,8,여름
2024-08-11,2466877,156982,311226,2024,30.9,0.0,0.0,0,28.3,34.1,0,폭염,맑음,Sunday,6,1,8,여름
2024-08-12,4643856,844876,863788,2024,30.9,0.0,0.0,0,28.2,33.9,0,폭염,맑음,Monday,0,0,8,여름
2024-08-13,4785222,852828,882962,2024,31.4,0.0,0.0,0,28.3,36.1,0,폭염,맑음,Tuesday,1,0,8,여름
2024-08-14,4895081,829410,873780,2024,29.5,3.3,1.7,1,26.7,34.8,1,더움,약한비,Wednesday,2,0,8,여름
2024-08-15,2752844,183004,332661,2024,29.1,6.1,6.0,1,26.8,34.6,1,더움,보통비,Thursday,3,0,8,여름
2024-08-16,4441285,675780,752698,2024,30.2,0.0,0.0,0,27.2,34.2,0,폭염,맑음,Friday,4,0,8,여름
2024-08-17,3169670,237055,370287,2024,29.4,11.0,11.0,0,27.0,33.8,0,더움,보통비,Saturday,5,1,8,여름
2024-08-18,2415573,163219,305220,2024,29.5,0.0,0.0,0,26.5,33.7,0,더움,맑음,Sunday,6,1,8,여름
2024-08-19,4601643,859494,861877,2024,29.9,2.3,2.3,0,27.0,34.7,0,더움,약한비,Monday,0,0,8,여름
2024-08-20,4747048,881128,877416,2024,31.2,39.1,14.1,7,27.0,35.2,1,폭염,강한비,Tuesday,1,0,8,여름
2024-08-21,4637725,858462,860191,2024,28.8,3.1,1.9,3,27.2,29.9,1,더움,약한비,Wednesday,2,0,8,여름
2024-08-22,4783326,874723,864019,2024,28.0,0.6,0.5,0,26.4,30.2,0,더움,약한비,Thursday,3,0,8,여름
2024-08-23,5047040,844545,885649,2024,28.2,0.0,0.0,0,25.2,31.7,0,더움,맑음,Friday,4,0,8,여름
2024-08-24,3546729,254931,410186,2024,27.6,2.0,1.5,2,25.0,30.6,1,더움,약한비,Saturday,5,1,8,여름
2024-08-25,2593552,162309,324139,2024,28.7,0.0,0.0,0,25.6,32.6,0,더움,맑음,Sunday,6,1,8,여름
2024-08-26,4730160,880182,869343,2024,27.8,0.0,0.0,0,25.1,30.5,0,더움,맑음,Monday,0,0,8,여름
2024-08-27,4883896,889650,888241,2024,26.0,0.3,0.3,0,23.1,30.3,0,더움,약한비,Tuesday,1,0,8,여름
2024-08-28,4962407,890571,888899,2024,28.4,0.0,0.0,0,23.5,32.9,0,더움,맑음,Wednesday,2,0,8,여름
2024-08-29,4958738,888160,880446,2024,28.4,0.0,0.0,0,23.8,33.1,0,더움,맑음,Thursday,3,0,8,여름
2024-08-30,5097461,862109,891495,2024,27.7,0.0,0.0,0,22.7,32.6,0,더움,맑음,Friday,4,0,8,여름
2024-08-31,3620116,254871,422397,2024,28.0,0.0,0.0,0,24.7,32.9,0,더움,맑음,Saturday,5,1,8,여름
2024-09-01,2651323,166125,345538,2024,26.5,2.7,1.9,3,22.3,31.2,1,더움,약한비,Sunday,6,1,9,가을
2024-09-02,4890932,923713,898503,2024,24.7,0.0,0.0,0,23.2,26.9,0,쾌적,맑음,Monday,0,0,9,가을
2024-09-03,5069119,945227,907954,2024,27.0,0.0,0.0,0,23.3,31.9,0,더움,맑음,Tuesday,1,0,9,가을
2024-09-04,5137589,936651,911475,2024,28.7,0.0,0.0,0,26.1,33.0,0,더움,맑음,Wednesday,2,0,9,가을
2024-09-05,5134270,930633,902971,2024,25.6,7.3,3.9,5,23.8,28.4,1,더움,보통비,Thursday,3,0,9,가을
2024-09-06,5258965,889972,918248,2024,23.5,0.3,0.1,2,21.2,24.8,1,쾌적,약한비,Friday,4,0,9,가을
2024-09-07,3874957,274686,462223,2024,26.5,0.0,0.0,0,22.6,31.0,0,더움,맑음,Saturday,5,1,9,가을
2024-09-08,2748196,171433,349825,2024,27.6,0.0,0.0,0,24.1,32.3,0,더움,맑음,Sunday,6,1,9,가을
2024-09-09,4991221,933931,902912,2024,28.9,0.0,0.0,0,25.7,33.9,0,더움,맑음,Monday,0,0,9,가을
2024-09-10,5143271,948967,915594,2024,29.4,0.0,0.0,0,25.5,33.7,0,더움,맑음,Tuesday,1,0,9,가을
2024-09-11,5104314,937154,894940,2024,28.8,26.6,7.1,7,25.2,34.5,1,더움,강한비,Wednesday,2,0,9,가을
2024-09-12,5011918,920539,883642,2024,25.0,7.1,2.9,7,24.2,26.1,1,더움,보통비,Thursday,3,0,9,가을
2024-09-13,5087728,861132,686761,2024,26.3,7.0,2.4,6,25.3,27.9,1,더움,보통비,Friday,4,0,9,가을
2024-09-14,3097119,228486,370690,2024,27.8,0.0,0.0,0,25.0,31.9,0,더움,맑음,Saturday,5,1,9,가을
2024-09-15,2365910,156003,300266,2024,26.5,9.5,4.4,2,21.4,32.2,1,더움,보통비,Sunday,6,1,9,가을
2024-09-16,1907381,112921,254620,2024,28.0,0.0,0.0,0,23.2,32.0,0,더움,맑음,Monday,0,0,9,가을
2024-09-17,1680083,102079,218120,2024,28.7,0.0,0.0,0,26.5,33.0,0,더움,맑음,Tuesday,1,0,9,가을
2024-09-18,2116104,113743,287122,2024,29.3,0.7,0.5,1,25.7,33.3,1,더움,약한비,Wednesday,2,0,9,가을
2024-09-19,4615761,835454,851520,2024,29.0,7.5,4.2,1,25.6,32.1,1,더움,보통비,Thursday,3,0,9,가을
2024-09-20,4823273,846982,865285,2024,22.1,73.4,9.8,18,17.1,27.8,1,쾌적,폭우,Friday,4,0,9,가을
2024-09-21,3527200,234804,419451,2024,19.4,0.6,0.6,0,17.1,21.9,0,쾌적,약한비,Saturday,5,1,9,가을
2024-09-22,2831762,168011,355919,2024,20.9,0.0,0.0,0,16.6,26.3,0,쾌적,맑음,Sunday,6,1,9,가을
2024-09-23,5075991,941554,919126,2024,20.5,0.0,0.0,0,15.6,26.0,0,쾌적,맑음,Monday,0,0,9,가을
2024-09-24,5204729,953732,915052,2024,21.9,0.0,0.0,0,18.8,26.7,0,쾌적,맑음,Tuesday,1,0,9,가을
2024-09-25,5229449,940576,911048,2024,23.9,1.2,1.0,1,21.2,26.9,1,쾌적,약한비,Wednesday,2,0,9,가을
2024-09-26,5220258,936022,899960,2024,23.1,0.0,0.0,0,19.2,27.8,0,쾌적,맑음,Thursday,3,0,9,가을
2024-09-27,5433152,904714,922186,2024,22.8,0.0,0.0,0,19.4,27.8,0,쾌적,맑음,Friday,4,0,9,가을
2024-09-28,4047854,283608,488541,2024,23.1,0.0,0.0,0,19.2,27.7,0,쾌적,맑음,Saturday,5,1,9,가을
2024-09-29,2884072,180885,376427,2024,23.3,0.0,0.0,0,18.4,28.8,0,쾌적,맑음,Sunday,6,1,9,가을
2024-09-30,5106744,919905,896379,2024,23.3,2.2,1.7,3,20.5,28.3,1,쾌적,약한비,Monday,0,0,9,가을
2024-10-01,3240183,250619,429761,2024,15.5,0.3,0.3,0,11.6,19.6,0,쾌적,약한비,Tuesday,1,0,10,가을
2024-10-02,5226385,899278,925267,2024,14.6,0.0,0.0,0,10.8,19.3,0,쾌적,맑음,Wednesday,2,0,10,가을
2024-10-03,3239380,207035,410249,2024,16.8,0.0,0.0,0,12.0,21.6,0,쾌적,맑음,Thursday,3,0,10,가을
2024-10-04,5057466,769018,859141,2024,17.6,0.0,0.0,0,11.6,24.0,0,쾌적,맑음,Friday,4,0,10,가을
2024-10-05,4052596,274840,479883,2024,17.5,0.0,0.0,0,12.3,23.8,0,쾌적,맑음,Saturday,5,1,10,가을
2024-10-06,2724722,175212,331611,2024,15.7,0.0,0.0,1,14.1,17.8,1,쾌적,맑음,Sunday,6,1,10,가을
2024-10-07,5008089,934304,892480,2024,16.7,0.0,0.0,0,12.8,20.6,0,쾌적,맑음,Monday,0,0,10,가을
2024-10-08,5285899,941997,930793,2024,17.9,0.0,0.0,0,13.9,23.3,0,쾌적,맑음,Tuesday,1,0,10,가을
2024-10-09,3163097,204353,403622,2024,19.1,0.0,0.0,0,15.4,23.9,0,쾌적,맑음,Wednesday,2,0,10,가을
2024-10-10,5158552,933276,902494,2024,18.6,0.0,0.0,0,14.0,24.0,0,쾌적,맑음,Thursday,3,0,10,가을
2024-10-11,5396736,903160,927609,2024,18.4,0.0,0.0,0,13.5,24.3,0,쾌적,맑음,Friday,4,0,10,가을
2024-10-12,3964675,283625,484807,2024,18.1,0.0,0.0,0,12.6,24.2,0,쾌적,맑음,Saturday,5,1,10,가을
2024-10-13,2908169,189475,366282,2024,19.5,0.0,0.0,0,17.6,22.4,0,쾌적,맑음,Sunday,6,1,10,가을
2024-10-14,5003343,930533,890243,2024,19.4,0.4,0.3,1,17.6,21.4,1,쾌적,약한비,Monday,0,0,10,가을
2024-10-15,5092475,947016,904776,2024,18.3,0.1,0.1,0,14.5,21.6,0,쾌적,약한비,Tuesday,1,0,10,가을
2024-10-16,5170110,933678,901577,2024,17.8,0.0,0.0,0,13.8,24.2,0,쾌적,맑음,Wednesday,2,0,10,가을
2024-10-17,5200910,935287,894487,2024,20.2,0.0,0.0,0,16.7,25.6,0,쾌적,맑음,Thursday,3,0,10,가을
2024-10-18,5092700,893402,867692,2024,16.7,48.1,17.8,8,15.6,18.8,1,쾌적,강한비,Friday,4,0,10,가을
2024-10-19,3918770,278626,475280,2024,15.1,0.0,0.0,0,10.7,21.0,0,쾌적,맑음,Saturday,5,1,10,가을
2024-10-20,2986703,186974,378980,2024,13.1,0.0,0.0,0,9.7,17.6,0,쾌적,맑음,Sunday,6,1,10,가을
2024-10-21,4987518,925190,891481,2024,16.3,0.7,0.4,1,12.6,19.1,1,쾌적,약한비,Monday,0,0,10,가을
2024-10-22,4963152,933686,888631,2024,14.6,22.2,2.8,14,11.4,16.5,1,쾌적,강한비,Tuesday,1,0,10,가을
2024-10-23,5168525,929254,905827,2024,11.1,0.1,0.1,1,7.1,14.9,1,쾌적,약한비,Wednesday,2,0,10,가을
2024-10-24,5216859,930887,900433,2024,13.1,0.0,0.0,0,8.8,18.2,0,쾌적,맑음,Thursday,3,0,10,가을
2024-10-25,5402687,891468,899170,2024,15.5,0.0,0.0,0,10.7,21.3,0,쾌적,맑음,Friday,4,0,10,가을
2024-10-26,4079196,291245,500302,2024,18.0,0.0,0.0,0,14.5,23.9,0,쾌적,맑음,Saturday,5,1,10,가을
2024-10-27,3112074,180759,379258,2024,15.3,0.0,0.0,0,12.3,18.5,0,쾌적,맑음,Sunday,6,1,10,가을
2024-10-28,5022190,923406,894387,2024,16.0,0.0,0.0,0,13.4,20.0,0,쾌적,맑음,Monday,0,0,10,가을
2024-10-29,5159533,943185,903078,2024,14.6,0.0,0.0,0,11.5,18.1,0,쾌적,맑음,Tuesday,1,0,10,가을
2024-10-30,5228951,937269,910201,2024,15.6,0.0,0.0,0,11.2,21.2,0,쾌적,맑음,Wednesday,2,0,10,가을
2024-10-31,5252075,935230,907542,2024,16.4,0.0,0.0,0,12.9,22.3,0,쾌적,맑음,Thursday,3,0,10,가을
2024-11-01,5390440,905836,923622,2024,15.6,0.0,0.0,0,13.1,18.6,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-02,4158516,287584,510761,2024,18.1,0.0,0.0,0,13.1,24.9,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-03,3108599,200378,376991,2024,18.7,0.1,0.1,0,16.5,23.4,0,쾌적,약한비,Sunday,6,1,11,가을
2024-11-04,5077100,944846,926752,2024,11.6,0.0,0.0,0,5.6,18.1,0,쾌적,맑음,Monday,0,0,11,가을
2024-11-05,5214454,960509,936506,2024,8.5,0.0,0.0,0,4.3,14.5,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-06,5234656,951725,934172,2024,6.6,0.0,0.0,0,1.7,12.1,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-07,5222927,942165,919484,2024,8.4,0.0,0.0,0,3.2,15.3,0,쾌적,맑음,Thursday,3,0,11,가을
2024-11-08,5394463,898474,926161,2024,11.2,0.0,0.0,0,6.9,17.4,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-09,4159504,278377,505222,2024,13.8,0.0,0.0,0,10.3,20.3,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-10,2944759,174736,365642,2024,14.4,0.0,0.0,0,9.7,20.9,0,쾌적,맑음,Sunday,6,1,11,가을
2024-11-11,5052006,931465,913166,2024,15.4,0.0,0.0,0,11.4,21.7,0,쾌적,맑음,Monday,0,0,11,가을
2024-11-12,5184197,954625,919858,2024,13.1,0.0,0.0,0,8.4,18.8,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-13,5249730,940262,912351,2024,15.7,0.0,0.0,0,13.3,20.7,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-14,5137292,858136,903927,2024,14.9,0.1,0.1,0,13.8,16.8,0,쾌적,약한비,Thursday,3,0,11,가을
2024-11-15,5346694,867257,912915,2024,17.6,0.0,0.0,0,14.9,21.5,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-16,4023045,275383,480967,2024,14.8,6.5,3.7,4,7.1,22.0,1,쾌적,보통비,Saturday,5,1,11,가을
2024-11-17,2950191,174242,387264,2024,4.3,0.0,0.0,0,-0.2,9.5,0,추움,맑음,Sunday,6,1,11,가을
2024-11-18,4980686,916085,910066,2024,3.1,0.0,0.0,0,0.4,7.6,0,추움,맑음,Monday,0,0,11,가을
2024-11-19,5134221,940296,917071,2024,6.1,0.0,0.0,0,2.4,10.9,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-20,5217386,931738,909862,2024,7.6,0.0,0.0,0,6.0,9.5,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-21,5213458,926869,905712,2024,9.2,0.0,0.0,0,3.5,13.5,0,쾌적,맑음,Thursday,3,0,11,가을
2024-11-22,5379172,877190,918358,2024,5.4,0.0,0.0,0,1.6,10.5,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-23,4011456,269325,493520,2024,6.8,0.0,0.0,0,2.6,12.2,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-24,2930030,178111,364439,2024,7.8,0.0,0.0,0,3.7,13.6,0,쾌적,맑음,Sunday,6,1,11,가을
2024-11-25,5073405,921739,904530,2024,11.8,16.0,3.6,7,8.1,15.3,1,쾌적,보통비,Monday,0,0,11,가을
2024-11-26,5131745,938298,915857,2024,2.9,26.8,4.8,15,-1.2,8.3,1,추움,강한비,Tuesday,1,0,11,가을
2024-11-27,5412066,980569,911030,2024,-0.1,10.8,2.4,10,-1.0,0.7,1,추움,보통비,Wednesday,2,0,11,가을
2024-11-28,5254974,954718,891940,2024,-0.1,0.0,0.0,0,-3.2,3.3,0,추움,맑음,Thursday,3,0,11,가을
2024-11-29,5419817,889519,915661,2024,1.3,0.0,0.0,0,-0.4,3.1,0,추움,맑음,Friday,4,0,11,가을
2024-11-30,3924519,248637,465333,2024,3.3,0.0,0.0,0,1.6,5.6,0,추움,맑음,Saturday,5,1,11,가을
2024-12-01,2848005,159318,353355,2024,6.1,0.5,0.2,2,3.8,8.1,1,쾌적,약한비,Sunday,6,1,12,겨울
2024-12-02,5064660,928195,914850,2024,4.4,0.0,0.0,0,-2.3,12.8,0,추움,맑음,Monday,0,0,12,겨울
2024-12-03,5166156,942859,915985,2024,2.3,0.0,0.0,0,-0.7,5.1,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-04,5119660,914974,906185,2024,3.0,0.0,0.0,0,0.0,6.8,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-05,5181259,911796,890559,2024,4.1,2.3,1.8,1,0.1,8.3,1,추움,약한비,Thursday,3,0,12,겨울
2024-12-06,5379846,873875,926444,2024,1.0,0.0,0.0,0,-2.4,5.0,0,추움,맑음,Friday,4,0,12,겨울
2024-12-07,4141123,246446,512261,2024,-0.3,0.0,0.0,0,-3.8,4.3,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-08,2742417,152884,338271,2024,-0.2,0.0,0.0,0,-3.7,4.0,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-09,4975873,910845,888810,2024,1.9,0.0,0.0,0,-1.7,6.9,0,추움,맑음,Monday,0,0,12,겨울
2024-12-10,5177429,932965,900401,2024,3.2,0.0,0.0,0,0.4,6.6,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-11,5234150,922870,897717,2024,2.0,0.0,0.0,0,-3.1,8.2,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-12,5292574,916378,895403,2024,1.3,0.0,0.0,0,-0.7,5.1,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-13,5466689,867342,916077,2024,0.3,0.0,0.0,0,-3.5,4.5,0,추움,맑음,Friday,4,0,12,겨울
2024-12-14,4347274,245759,536979,2024,0.3,0.0,0.0,0,-1.5,2.4,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-15,2827391,155782,356260,2024,0.3,0.0,0.0,0,-3.2,5.1,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-16,5026501,896227,888918,2024,0.0,0.0,0.0,0,-3.0,3.8,0,추움,맑음,Monday,0,0,12,겨울
2024-12-17,5232143,913739,903947,2024,-1.6,0.0,0.0,0,-6.1,3.7,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-18,5215929,899613,894817,2024,-3.6,0.0,0.0,0,-6.5,0.3,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-19,5275922,893920,880921,2024,0.1,0.0,0.0,0,-3.2,4.8,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-20,5535890,849783,912877,2024,2.2,3.3,0.7,4,0.3,4.9,1,추움,약한비,Friday,4,0,12,겨울
2024-12-21,4285472,249390,534937,2024,-3.2,0.0,0.0,0,-7.5,0.8,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-22,2882286,150581,374128,2024,-2.4,0.0,0.0,0,-5.2,0.8,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-23,5112504,854667,895329,2024,0.4,0.0,0.0,0,-4.1,6.4,0,추움,맑음,Monday,0,0,12,겨울
2024-12-24,5332313,822085,951218,2024,0.6,0.0,0.0,0,-1.6,4.8,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-25,3268101,146543,454583,2024,3.7,0.1,0.1,0,0.0,6.1,0,추움,약한비,Wednesday,2,0,12,겨울
2024-12-26,5063478,812925,860195,2024,-2.3,0.0,0.0,0,-5.6,2.6,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-27,5193900,787309,857435,2024,-2.5,0.0,0.0,0,-6.1,1.5,0,추움,맑음,Friday,4,0,12,겨울
2024-12-28,3851096,221214,482200,2024,-2.0,0.0,0.0,0,-4.5,0.8,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-29,2706651,143753,340269,2024,2.9,0.0,0.0,0,-1.4,5.3,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-30,4826282,773689,808739,2024,4.6,0.0,0.0,0,-1.6,10.0,0,추움,맑음,Monday,0,0,12,겨울
2024-12-31,4789831,716774,705603,2024,0.2,0.0,0.0,0,-2.4,4.0,0,추움,맑음,Tuesday,1,0,12,겨울
